Date,EnergyPrice
10/03/2022,311.4
11/03/2022,184.05
12/03/2022,222.94
13/03/2022,201.18
14/03/2022,275.95
15/03/2022,271.11
16/03/2022,266.24
17/03/2022,231.23
18/03/2022,227.11
19/03/2022,147.88
20/03/2022,150.45
21/03/2022,217.02
22/03/2022,232.34
23/03/2022,232.24
24/03/2022,233.4
25/03/2022,242.03
26/03/2022,182.67
27/03/2022,197.78
28/03/2022,215.85
29/03/2022,234.34
30/03/2022,248.26
31/03/2022,258.23
1/04/2022,201.04
2/04/2022,224.64
3/04/2022,240.77
4/04/2022,212.34
5/04/2022,239.18
6/04/2022,185.73
7/04/2022,200.56
8/04/2022,228.69
9/04/2022,180.9
10/04/2022,189.23
11/04/2022,233.14
12/04/2022,205.27
13/04/2022,239.05
14/04/2022,227.54
15/04/2022,206.25
16/04/2022,147.79
17/04/2022,108.06
18/04/2022,126.63
19/04/2022,209.31
20/04/2022,201.27
21/04/2022,198.59
22/04/2022,179.6
23/04/2022,62.54
24/04/2022,83.82
25/04/2022,221.22
27/04/2022,219.06
28/04/2022,230.12
29/04/2022,227.92
30/04/2022,201.16
1/05/2022,194.74
2/05/2022,217.44
3/05/2022,218.16
4/05/2022,228.42
5/05/2022,233.72
6/05/2022,225.36
7/05/2022,201.43
8/05/2022,169.19
9/05/2022,214.78
10/05/2022,167.94
11/05/2022,157.47
13/05/2022,160.78
14/05/2022,160.89
15/05/2022,148.92
16/05/2022,208.1
17/05/2022,221.37
18/05/2022,205.5
19/05/2022,210.81
20/05/2022,213.02
21/05/2022,138.92
22/05/2022,165.9
23/05/2022,196.33
24/05/2022,177.89
25/05/2022,163.42
26/05/2022,90.6
27/05/2022,97.21
28/05/2022,66.8
29/05/2022,165.41
30/05/2022,225.99
31/05/2022,207.51
1/06/2022,215.26
2/06/2022,183.81
3/06/2022,167.36
4/06/2022,146.94
5/06/2022,146.59
6/06/2022,95.81
7/06/2022,183.4
8/06/2022,181.26
9/06/2022,172.83
11/06/2022,111.6
12/06/2022,109.96
13/06/2022,166.29
14/06/2022,187.37
15/06/2022,203.18
16/06/2022,216.94
17/06/2022,261.23
18/06/2022,204.31
19/06/2022,159.52
20/06/2022,241.32
21/06/2022,271.55
22/06/2022,260.22
23/06/2022,284.27
24/06/2022,284.5
25/06/2022,247.42
28/06/2022,303.71
29/06/2022,287.57
30/06/2022,322.4
1/07/2022,306.52
2/07/2022,225.81
3/07/2022,202.42
4/07/2022,286.11
5/07/2022,308.18
6/07/2022,301.86
7/07/2022,235.46
8/07/2022,312.06
9/07/2022,182.15
10/07/2022,200.59
11/07/2022,363.96
12/07/2022,367.43
13/07/2022,344.93
14/07/2022,363.88
15/07/2022,327.95
16/07/2022,175.66
17/07/2022,215.07
18/07/2022,377.37
19/07/2022,359.76
20/07/2022,325.21
21/07/2022,354.09
22/07/2022,333.04
23/07/2022,308.84
24/07/2022,239.45
25/07/2022,289.61
26/07/2022,315.12
27/07/2022,374.09
28/07/2022,425.46
29/07/2022,396.99
30/07/2022,368.79
31/07/2022,316.87
1/08/2022,404.33
2/08/2022,333.21
3/08/2022,317.55
4/08/2022,375.7
5/08/2022,371.06
6/08/2022,269.41
7/08/2022,214.14
8/08/2022,358.45
9/08/2022,342.08
10/08/2022,333
11/08/2022,368.15
12/08/2022,430.19
13/08/2022,364.62
14/08/2022,318.19
15/08/2022,428.68
16/08/2022,454.79
17/08/2022,539.52
18/08/2022,512.91
19/08/2022,492.24
20/08/2022,456.07
21/08/2022,361.76
22/08/2022,558.23
23/08/2022,603.55
24/08/2022,611.34
25/08/2022,585.85
26/08/2022,693.83
27/08/2022,603.58
28/08/2022,384.54
29/08/2022,630.06
30/08/2022,607.45
31/08/2022,534.47
1/09/2022,534.68
2/09/2022,425.28
3/09/2022,286.35
4/09/2022,250.69
5/09/2022,359.16
6/09/2022,426.85
7/09/2022,443.93
8/09/2022,438.77
9/09/2022,345.08
10/09/2022,404.32
12/09/2022,399.68
13/09/2022,401.16
14/09/2022,417.3
15/09/2022,372.36
16/09/2022,205.82
17/09/2022,100.78
18/09/2022,124.83
19/09/2022,266.68
20/09/2022,350.43
21/09/2022,348.83
22/09/2022,383.93
23/09/2022,371.59
24/09/2022,350.44
25/09/2022,248.07
26/09/2022,246.51
27/09/2022,282.89
28/09/2022,379.51
29/09/2022,405.64
30/09/2022,295.48
1/10/2022,123.55
2/10/2022,189.59
3/10/2022,325.54
4/10/2022,232.59
5/10/2022,139.9
6/10/2022,103.24
7/10/2022,147.52
8/10/2022,151.35
9/10/2022,151.78
10/10/2022,175.07
12/10/2022,254.63
13/10/2022,252.2
14/10/2022,251.59
15/10/2022,155.86
16/10/2022,106.09
17/10/2022,151.61
18/10/2022,166.12
19/10/2022,129.46
20/10/2022,125.59
21/10/2022,148.37
22/10/2022,132.89
23/10/2022,95.06
24/10/2022,77.91
25/10/2022,98.79
26/10/2022,93.92
27/10/2022,122.45
28/10/2022,101.68
29/10/2022,97.94
30/10/2022,116.54
31/10/2022,144.32
1/11/2022,70.42
2/11/2022,73.41
3/11/2022,99.19
4/11/2022,178.79
5/11/2022,135.81
6/11/2022,83.61
7/11/2022,93.83
8/11/2022,89.96
9/11/2022,118.73
10/11/2022,130.13
11/11/2022,112.47
12/11/2022,161.96
13/11/2022,146.84
14/11/2022,173.33
15/11/2022,177.13
16/11/2022,165.84
17/11/2022,149.58
18/11/2022,189.69
19/11/2022,200.19
20/11/2022,210.45
21/11/2022,220.46
22/11/2022,206.35
23/11/2022,178.98
24/11/2022,228.94
25/11/2022,248.3
26/11/2022,239.21
27/11/2022,206.26
28/11/2022,324.05
29/11/2022,368.54
30/11/2022,393.39
1/12/2022,360.39
2/12/2022,341.13
3/12/2022,300.07
4/12/2022,306.39
5/12/2022,351.26
6/12/2022,348.74
7/12/2022,339.85
8/12/2022,368.73
9/12/2022,413.97
10/12/2022,355.66
11/12/2022,328.27
12/12/2022,427.6
13/12/2022,434.49
14/12/2022,437.94
15/12/2022,386.26
16/12/2022,401.62
17/12/2022,268.33
18/12/2022,234.61
19/12/2022,194.63
20/12/2022,199.63
21/12/2022,222.73
22/12/2022,204.79
23/12/2022,184.34
24/12/2022,115.36
25/12/2022,121.61
26/12/2022,77.84
27/12/2022,126.25
28/12/2022,71.09
29/12/2022,65.44
30/12/2022,16.38
31/12/2022,20.13
1/01/2023,18.14
2/01/2023,131.08
3/01/2023,145.86
4/01/2023,99.89
5/01/2023,118.96
6/01/2023,129.62
7/01/2023,86.35
8/01/2023,68.71
9/01/2023,129.06
10/01/2023,130.27
11/01/2023,87.21
12/01/2023,85.52
13/01/2023,80.71
14/01/2023,94.45
15/01/2023,78.18
16/01/2023,133.26
17/01/2023,136.39
18/01/2023,131.8
19/01/2023,145.99
20/01/2023,177.81
21/01/2023,149.04
22/01/2023,151.28
23/01/2023,201.9
24/01/2023,199.73
25/01/2023,175.41
26/01/2023,147.99
27/01/2023,165.63
28/01/2023,139.76
29/01/2023,127.54
30/01/2023,103.28
31/01/2023,135.47
1/02/2023,109.22
2/02/2023,139.25
3/02/2023,138.41
4/02/2023,151.39
5/02/2023,130.84
6/02/2023,166.98
7/02/2023,170.53
8/02/2023,154.26
9/02/2023,142.74
10/02/2023,133.13
11/02/2023,137.67
12/02/2023,142.24
13/02/2023,158.16
14/02/2023,152.14
